index,NCT,Sponsor,Title,Summary,Start_Year,Start_Month,Phase,Enrollment,Status,Condition
13207,NCT01358877,Roche,"A Randomized Multicenter, Double-Blind, Placebo-Controlled Comparison of Chemotherapy Plus Trastuzumab Plus Placebo Versus Chemotherapy Plus Trastuzumab Plus Pertuzumab as Adjuvant Therapy in Patients With Operable HER2-Positive Primary Breast Cancer","This randomized, double-blind, placebo-controlled, two-arm study will assess the safety and efficacy of pertuzumab in addition to chemotherapy plus trastuzumab as adjuvant therapy in participants with operable HER2-positive primary breast cancer. This study will be carried out in collaboration with the Breast International Group (BIG).",2011,11,Phase 3,4804,"Active, not recruiting",Breast Neoplasms
13208,NCT01358929,Roche,"A Randomized, Placebo-Controlled, Sequential, Multiple-Ascending Dose Study to Assess the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of MAR701/RO6807952 in Type 2 Diabetic Patients","This randomized, placebo-controlled, multiple ascending dose study will evaluate the safety, tolerability, pharmacokinetics and pharmacodynamics of RO6807952. Patients will receive multiple weekly subcutaneous doses of RO6870952. The anticipated time on study treatment is 8 weeks.",2011,4,Phase 1,45,Completed,"Diabetes Mellitus, Type 2"
13209,NCT01363986,Roche,"A Multicenter, Open Label Study to Assess the Effect of Trastuzumab + Whole Brain Radiotherapy (WBRT) on Brain Metastases From HER-2 Positive Breast Cancer. (bHERt-2)","This single-arm, multicenter, open-label study will evaluate the efficacy and safety of Herceptin (trastuzumab) in combination with whole brain radiotherapy on brain metastases in patients with HER-2 positive breast cancer. The patients will receive Herceptin 4 mg/kg (loading dose) followed by 2 mg/kg for a maximum of 18 weekly cycles. The anticipated time on study treatment is 18 weeks.",2011,9,Phase 2,3,Terminated,Breast Neoplasms
13210,NCT01364012,Roche,"A Randomized, Double-blinded, Placebo-controlled, Multicenter Phase III Study Comparing Bevacizumab Plus Carboplatin/Paclitaxel Versus Placebo Plus Carboplatin/Paclitaxel in Patients With Advanced or Recurrent Non-Squamous Non-Small Cell Lung Cancer Who Have Not Received Prior Chemotherapy For Advanced Disease","This randomized, double-blind, placebo-controlled study will evaluate the efficacy and safety of bevacizumab (Avastin) versus placebo in combination with carboplatin/paclitaxel in participants with advanced or recurrent non-squamous non-small cell lung cancer who have not received prior chemotherapy for advanced disease. Participants will be randomized to receive either bevacizumab 15 milligrams per kilogram (mg/kg) intravenously (IV) or placebo on Day 1 of each 3 week cycle, plus up to 6 cycles of carboplatin/paclitaxel. Anticipated time on study treatment is until disease progression or unacceptable toxicity occurs. After progression, participants in the bevacizumab arm may continue to receive bevacizumab in combination with approved second- and third-line treatment at the discretion of the investigator, up to the third progression.",2011,5,Phase 3,276,Completed,Lung Neoplasms
13211,NCT01367665,Roche,"A Single Arm, Open-label, Phase II, Multicentre Study, to Assess the Safety of Vismodegib (GDC-0449) in Patient With Locally Advanced or Metastatic Basal Cell Carcinoma (BCC)","This single-arm, open-label, multi-center study will evaluate the safety and efficacy of vismodegib (GDC-0449) in patients with locally advanced or metastatic basal cell carcinoma. Patients will receive oral doses of vismodegib 150 mg once daily until disease progression or unacceptable toxicity.",2011,7,Phase 2,1226,Completed,"Carcinoma, Basal Cell"
13212,NCT01371162,Roche,"A Multi-Center, Randomized, Double-Blind, Multiple Ascending Dose, Placebo-Controlled, Parallel Group 2-Part Study to Assess the Safety, Tolerability, Pharmacokinetics and Pharmacodynamic of the HCV Nucleoside Inhibitor RO5428029 in Healthy Subjects and in CHC Genotype 1 Infected Patients","This 2-part, randomized, double-blind, placebo-controlled study will assess the safety, pharmacokinetics and pharmacodynamics of RO5428029 in healthy volunteers and patients with hepatitis C infection. Cohorts will be randomized to receive either RO5428029 in ascending doses or placebo for up to 7 days (patients) or up to 14 days (healthy volunteers).",2011,6,Phase 1,42,Completed,Hepatitis
13213,NCT01372384,Roche,"Phase II, Open-label Study of Erlotinib (Tarceva®) Treatment in Patients With Locally Advanced, Metastatic or Recurrent Non-small Cell Lung Cancer Who Present Activating Mutations in the Tyrosine Kinase Domain of the Epidermal Growth Factor Receptor","This open-label study will assess the efficacy and safety of Tarceva (Erlotinib) in patients with locally advanced, metastatic or recurrent non-small cell lung cancer who have not received previous chemotherapy for their disease and who present epidermal growth factor receptor mutations. Patients will receive Tarceva 150 mg orally daily until disease progression or unacceptable toxicity occurs.",2012,1,Phase 2,6,Completed,Lung Neoplasms
13214,NCT01374321,Roche,"Phase II, Multicenter, Randomized, Double-blind, Placebo Controlled Study to Assess Safety and Efficacy of TRO40303 for Reduction of Reperfusion Injury in Patients Undergoing Percutaneous Coronary Intervention for Acute Myocardial Infarction","Objectives of the phase 2 prospective, multicenter, randomized, double-blind, placebo-controlled study is to assess safety and efficacy of TRO40303 administered just before balloon inflation during percutaneous coronary intervention (PCI) for limitation of infarct size in patients treated for acute myocardial infarction (AMI). The study is being conducted in 9 centres in Sweden, Denmark, Norway and France. One hundred eighty patients will be included. It will last one month per patient and its overall duration will be 11 months. The efficacy will be assessed by infarct size expressed as area under the curve for creatine kinase and troponin I (blood sampling at D1, D2 and D3), and also evaluated by Cardiac Magnetic Resonance. Safety will be assessed by - clinic evaluation, - blood samples (hematology, biochemistry, renal and hepatic function), - Recording and follow-up of major adverse events occurring during the first 48h after reperfusion (death, heart failure, AMI, stroke, recurrent ischemia, the need for repeat revascularization, renal or hepatic, vascular complication and bleeding). - ECG - Recording cardiac events during one month after AMI - Follow-up of global left ventricular function by Echocardiography at D3 and D30. Demographic and medical history at inclusion and non-cardiac events occurring during the first 30 days will be recorded. TRO40303 plasma concentration will be assessed at 15 min, 6h, and 12h post the end of administration. Sample size calculation assuming a reduction of 35% of the AUC for Troponin I release, for a statistical power of 85% and a probability of type I error of 0.05. Main analysis: between-group comparisons of AUCs for serum troponin I and CK release will be performed using O'Brien's method for multiple endpoints testing. Secondary analysis: comparisons of the CMR criteria described above will be performed using mixed model of ANCOVA. All analyses will be performed on the Full Analysis Set and Per protocol populations. Safety analysis: A comparison of the incidence of cumulative adverse clinical events between the groups will be performed by Fisher's exact tests. Subjects will undergo primary PCI and receive concomitant medications according to current standard of care. After coronary angiography is performed but just before balloon inflation is performed, patients who meet the enrollment criteria will be randomly assigned to either the control group or the TRO40303 group. Randomization is ensured by taking the treatment units in ascending and consecutive order in each strata (anterior/posterior as determined on ECG). Just before balloon inflation, ideally less than 5 minutes, and with a maximum of 15 minutes before balloon inflation and stenting, the patients in the TRO40303 group will receive an intravenous slow-bolus (35 mL/min) injection of 6 mg/kg of TRO40303 injected in peripheral IV. The patients in the control group will receive an equivalent volume of the placebo. Patients will be hospitalized for as long as there is a medical indication. CMR and echocardiography will accordingly be conducted as in/out patient between day 3 (ideally) and 5. A follow-up visit will be conducted one month after PCI.",2011,10,Phase 2,168,Completed,Myocardial Infarction
13215,NCT01376804,Roche,Tolerability of up to 200 Days of Valganciclovir Oral Solution or Tablets in Pediatric Kidney Transplant Recipients,"This open-label, single arm study will evaluate the tolerability and efficacy of Valcyte (valganciclovir) in the prevention of cytomegalovirus disease in pediatric renal transplant recipients. After transplantation, patients (aged 4 months to 16 years) will receive Valcyte orally daily for up to 200 days post-transplant and will be followed for 52 weeks post-transplantation.",2011,7,Phase 4,57,Completed,Cytomegalovirus Infections
13216,NCT01378962,Roche,"Phase II, Open-label Study of Erlotinib (Tarceva®) Treatment in Patients With Locally Advanced or Metastatic Non-small-cell Lung Cancer Who Present Activating Mutations in the Tyrosine Kinase Domain of the Epidermal Growth Factor Receptor (EGFR) - (TRIGGER)","This single-arm, open-label study evaluated the efficacy and safety of Tarceva (erlotinib) in participants with locally advanced or metastatic non-small cell lung cancer. Participants received daily oral doses of 150 mg Tarceva. The anticipated time on study treatment was 12 months.",2011,3,Phase 2,50,Completed,Lung Neoplasms
13217,NCT01378975,Roche,"An Open-label, Single-arm, Phase II, Multicenter Study, to Evaluate the Efficacy of Vemurafenib in Metastatic Melanoma Patients With Brain Metastases","This open-label, single-arm, multicenter study will evaluate the efficacy and safety in participants with metastatic melanoma who developed brain metastases. Participants may or may not have received prior systemic treatment for metastatic melanoma [except treatment with v-raf murine sarcoma viral oncogene homolog B (BRAF) or mitogen-activated protein kinase (MEK) inhibitors]. Participants will receive oral doses of 960 mg vemurafenib twice daily until disease progression, unacceptable toxicity or consent withdrawal.",2011,7,Phase 2,146,Completed,Melanoma
13218,NCT01382940,Roche,"A Multicenter, Open-label, Single-arm Study to Evaluate the Safety Administering Rituximab at a More Rapid Infusion Rate in Patients With Rheumatoid Arthritis","This study was designed to evaluate the safety of administering rituximab at a more rapid infusion rate in patients with moderate to severe rheumatoid arthritis who have had an inadequate response to biopharmaceuticals that treat diseases by interfering with tumor necrosis factor (anti-TNF therapies), and were receiving methotrexate therapy for more than eight weeks.",2011,7,Phase 4,351,Completed,"Arthritis, Rheumatoid"
13219,NCT01383707,Roche,"A Multi-center, Open-label Clinical Trial to Evaluate the Objective Response Rate of Bevacizumab in Combination With Modified FOLFOX-6 Followed by One Year of Maintenance With Bevacizumab Alone in Patients With Initially Not or Borderline Resectable Colorectal Liver Metastases (The CLMO-001 Trial)","The multicenter, open-label, single-arm, non-randomized, two-stage Simon's design, phase II study (The CLMO-001 Trial) will evaluate the efficacy and safety of bevacizumab in combination with mFOLFOX-6 (Levofolinic acid, 5-Fluorouracil [5-FU] and oxaliplatin) in participants with colorectal cancer and liver metastases. Participants will receive combination therapy of bevacizumab 5 milligrams per kilogram (mg/kg) intravenous (IV) dose and mFOLFOX-6 every 2 weeks during Cycles 1-5 and Cycles 7-12. Participants will receive mFOLFOX-6 alone (without bevacizumab) on Cycle 6. In between Cycle 6 and 7, participants will undergo liver surgery if operable. Thereafter participants will receive bevacizumab (5 mg/kg IV every 2 weeks) alone for 52 weeks (26 cycles) after the end of the post-operative phase (maintenance therapy). At the end of the preoperative treatment phase (Cycles 1-6), participants showing different alternative conditions admitted by the protocol will undergo different management (alternative study designs 1 to 3).",2011,8,Phase 2,77,Completed,Colorectal Neoplasms
